page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,year,days_since_first_appearance
502504,Cassie_Lathrop_Earth616,Cassie_Lathrop_Earth616,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,17,2003-08-01,2003,5584
654746,Christopher_Seyfert_Earth616,Christopher_Seyfert_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,17,2003-06-01,2003,5645
32202,Jolen_Earth616,Jolen_Earth616,Secret Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,,False,17,2003-08-01,2003,5584
654742,Peter_Seyfert_Earth616,Peter_Seyfert_Earth616,Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,False,17,2003-06-01,2003,5645
16765,Louis_Sadler_Jr_Earth616,Louis_Sadler_Jr_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,17,2004-05-01,2004,5310
7330,Zuzha_Yu_Earth616,Zuzha_Yu_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,False,17,2004-05-01,2004,5310
64782,ArchE5912_Earth616,ArchE5912_Earth616,Secret Identity,,Blue Eyes,,Male Characters,,False,17,2006-05-01,2006,4580
57136,Ero_Earth616,Ero_Earth616,Secret Identity,Bad Characters,Hazel Eyes,Blond Hair,Female Characters,,False,17,2006-03-01,2006,4641
19636,Leper_Queen_Earth616,Leper_Queen_Earth616,Known to Authorities Identity,Bad Characters,Brown Eyes,Bald,Female Characters,,False,17,2006-01-01,2006,4700
44253,Mister_Lao_Earth616,Mister_Lao_Earth616,Secret Identity,Neutral Characters,,No Hair,Male Characters,,False,17,2007-02-01,2007,4304
196514,Eliphas_Earth616,Eliphas_Earth616,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,False,17,2008-04-01,2008,3879
102464,Eric_Gitter_Earth616,Eric_Gitter_Earth616,Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,False,17,2008-06-01,2008,3818
188563,Irani_Rael_Earth616,Irani_Rael_Earth616,Secret Identity,Good Characters,,,Female Characters,,False,17,2008-12-01,2008,3635
250444,Egghead_Robot_Earth616,Egghead_Robot_Earth616,,Bad Characters,Yellow Eyes,No Hair,Male Characters,,False,17,2009-07-01,2009,3423
339785,Benito_Serrano_Earth616,Benito_Serrano_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,17,2010-08-01,2010,3027
442834,Reginald_Fortean_Earth616,Reginald_Fortean_Earth616,Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,False,17,2011-05-01,2011,2754
532006,Wally_Layton_Earth616,Wally_Layton_Earth616,No Dual Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,Homosexual Characters,False,17,2012-03-01,2012,2449
669694,Charles_Xavier_Legion_Personality_Earth616,Charles_Xavier_Legion_Personality_Earth616,Secret Identity,Bad Characters,,Bald,Male Characters,,False,17,2013-01-01,2013,2143
665003,Theodore_Marley_Brooks_Earth616,Theodore_Marley_Brooks_Earth616,No Dual Identity,Good Characters,,,Male Characters,,False,17,,,
670564,Arno_Stark_Earth616,Arno_Stark_Earth616,No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,False,17,,,
76265,Daniel_Rose_Earth616,Daniel_Rose_Earth616,Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,False,16,1941-08-01,1941,28229
17525,William_Waring_Earth616,William_Waring_Earth616,Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,False,16,1941-04-01,1941,28351
17908,Winston_Churchill_Earth616,Winston_Churchill_Earth616,Public Identity,Good Characters,Blue Eyes,,Male Characters,,False,16,1941-09-01,1941,28198
491707,James_Bennett_Earth616,James_Bennett_Earth616,Public Identity,Good Characters,,Brown Hair,Male Characters,,False,16,1943-11-01,1943,27407
3352,Albert_Malik_Earth616,Albert_Malik_Earth616,Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,False,16,1953-12-01,1953,23724
632544,Cliff_Mason_Earth616,Cliff_Mason_Earth616,Public Identity,Good Characters,,Black Hair,Male Characters,,False,16,1954-09-01,1954,23450
631711,Pat_Mahoney_Earth616,Pat_Mahoney_Earth616,Public Identity,Good Characters,,Blond Hair,Male Characters,,False,16,1954-09-01,1954,23450
644665,Apache_Earth616,Apache_Earth616,No Dual Identity,Good Characters,,,Male Characters,,False,16,1955-03-01,1955,23269
644667,Randy_Clayton_Earth616,Randy_Clayton_Earth616,Public Identity,Good Characters,,Black Hair,Male Characters,,False,16,1955-03-01,1955,23269
644663,Rawhide_Kid_Earth616,Rawhide_Kid_Earth616,Secret Identity,Good Characters,,Blond Hair,Male Characters,,False,16,1955-03-01,1955,23269
9481,John_F_Kennedy_Earth616,John_F_Kennedy_Earth616,No Dual Identity,Good Characters,,,Male Characters,,False,16,1963-05-01,1963,20286
286834,Pamela_Hawley_Earth616,Pamela_Hawley_Earth616,Public Identity,Good Characters,,,Female Characters,,False,16,1963-11-01,1963,20102
326341,Leonardo_da_Vinci_Earth616,Leonardo_da_Vinci_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,16,1964-01-01,1964,20041
238413,Verdandi_Earth616,Verdandi_Earth616,No Dual Identity,Good Characters,,Black Hair,Female Characters,,False,16,1964-03-01,1964,19981
236382,Harris_Hobbs_Earth616,Harris_Hobbs_Earth616,,Good Characters,,,Male Characters,,False,16,1965-03-01,1965,19616
24409,Sentinel_Mk_I_Earth616,Sentinel_Mk_I_Earth616,No Dual Identity,Bad Characters,Yellow Eyes,No Hair,,,False,16,1965-11-01,1965,19371
18176,Xandu_Sorcerer_Earth616,Xandu_Sorcerer_Earth616,Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,False,16,1965-10-01,1965,19402
2645,Artemis_Olympian_Earth616,Artemis_Olympian_Earth616,No Dual Identity,Neutral Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,False,16,1966-06-01,1966,19159
15261,Sayge_Earth616,Sayge_Earth616,,Neutral Characters,,,,,False,16,1967-03-01,1967,18886
1329,Jun_Ching_Earth616,Jun_Ching_Earth616,,Bad Characters,,,Male Characters,,False,16,1968-06-01,1968,18428
12804,Joseph_Timms_Earth616,Joseph_Timms_Earth616,Secret Identity,Good Characters,Brown Eyes,No Hair,Male Characters,,False,16,1969-11-01,1969,17910
1455,Kinji_Obatu_Earth616,Kinji_Obatu_Earth616,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,False,16,1969-10-01,1969,17941
24410,Sentinels_Mk_II_Earth616,Sentinels_Mk_II_Earth616,No Dual Identity,Bad Characters,Yellow Eyes,No Hair,,,False,16,1969-06-01,1969,18063
2377,Harlan_Vargas_Earth616,Harlan_Vargas_Earth616,Secret Identity,,,Auburn Hair,Male Characters,,False,16,1970-01-01,1970,17849
1272,Jack_Kleveno_Earth616,Jack_Kleveno_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,16,1970-01-01,1970,17849
1277,Willard_Weir_Earth616,Willard_Weir_Earth616,,Bad Characters,Red Eyes,Black Hair,Male Characters,,False,16,1970-01-01,1970,17849
7730,Johnny_Wakely_Earth616,Johnny_Wakely_Earth616,Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,False,16,1971-11-01,1971,17180
35900,Michael_Stockton_Earth616,Michael_Stockton_Earth616,Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,False,16,1972-07-01,1972,16937
109747,Benjamin_Donovan_Earth616,Benjamin_Donovan_Earth616,No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,False,16,1973-10-01,1973,16480
43018,Raymond_Coker_Earth616,Raymond_Coker_Earth616,Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,False,16,1973-11-01,1973,16449
1542,Zephyr_Earth616,Zephyr_Earth616,No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,False,16,1974-08-01,1974,16176
415825,Frank_Castle_Jr_Earth616,Frank_Castle_Jr_Earth616,Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,False,16,1975-08-01,1975,15811
628645,Gina_Morelli_Earth616,Gina_Morelli_Earth616,Public Identity,Neutral Characters,,Black Hair,Female Characters,,False,16,1975-08-01,1975,15811
6725,Michael_Rossi_Earth616,Michael_Rossi_Earth616,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,16,1975-12-01,1975,15689
240593,Nikolai_Rasputin_Earth616,Nikolai_Rasputin_Earth616,Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,False,16,1975-05-01,1975,15903
501733,Jacko_Tanner_Earth616,Jacko_Tanner_Earth616,No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,False,16,1976-10-01,1976,15384
15269,Thomas_Lightner_Earth616,Thomas_Lightner_Earth616,,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,False,16,1976-11-01,1976,15353
2355,Anthony_Davis_Earth616,Anthony_Davis_Earth616,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,False,16,1977-09-01,1977,15049
248762,Basil_Crushstone_Earth616,Basil_Crushstone_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,16,1977-06-01,1977,15141
27537,Django_Maximoff_Earth616,Django_Maximoff_Earth616,,,Brown Eyes,Black Hair,Male Characters,,False,16,1977-12-01,1977,14958
439473,Frank_Gianelli_Earth616,Frank_Gianelli_Earth616,,,,,Male Characters,,False,16,1977-05-01,1977,15172
1645,Greg_Salinger_Earth616,Greg_Salinger_Earth616,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,False,16,1977-05-01,1977,15172
18318,MinnErva_Earth616,MinnErva_Earth616,Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,False,16,1977-05-01,1977,15172
2293,Primus_Android_Earth616,Primus_Android_Earth616,Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,,False,16,1977-05-01,1977,15172
2743,Vakume_Earth616,Vakume_Earth616,Secret Identity,Good Characters,,,Male Characters,,False,16,1977-09-01,1977,15049
422510,Belladonna_Microverse_Earth616,Belladonna_Microverse_Earth616,,Bad Characters,,White Hair,Female Characters,,False,16,1979-03-01,1979,14503
175464,Jonas_Hale_Earth616,Jonas_Hale_Earth616,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,False,16,1979-03-01,1979,14503
453718,Sarah_Clark_Earth616,Sarah_Clark_Earth616,Public Identity,Good Characters,,Auburn Hair,Female Characters,,False,16,1979-12-01,1979,14228
4370,Scotty_McDowell_Earth616,Scotty_McDowell_Earth616,Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,False,16,1979-12-01,1979,14228
34221,Abdul_Qamar_Earth616,Abdul_Qamar_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,16,1980-08-01,1980,13984
439866,Dennis_Bukowski_Earth616,Dennis_Bukowski_Earth616,No Dual Identity,Neutral Characters,,Red Hair,Male Characters,,False,16,1980-03-01,1980,14137
347135,Degrayde_Earth616,Degrayde_Earth616,Public Identity,Bad Characters,,Bald,Male Characters,,False,16,1981-10-01,1981,13558
12831,James_Marks_Earth616,James_Marks_Earth616,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,False,16,1981-04-01,1981,13741
16584,Nanotron,Nanotron,Public Identity,Good Characters,,,Female Characters,,False,16,1981-06-01,1981,13680
2397,Varnae_Earth616,Varnae_Earth616,Secret Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,,False,16,1982-12-01,1982,13132
1377,Arthur_Blackwood_Earth616,Arthur_Blackwood_Earth616,Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,False,16,1983-04-01,1983,13011
27253,Gregory_Nettles_Earth616,Gregory_Nettles_Earth616,Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,False,16,1983-02-01,1983,13070
32379,Melina_Vostokoff_Earth616,Melina_Vostokoff_Earth616,Secret Identity,Bad Characters,,,Female Characters,,False,16,1983-11-01,1983,12797
14613,Red_Queen_Earth616,Red_Queen_Earth616,,Bad Characters,,Red Hair,Female Characters,,False,16,1984-04-01,1984,12645
14615,Tweedledope_Earth616,Tweedledope_Earth616,,,,,Male Characters,,False,16,1984-04-01,1984,12645
3839,Ape_Morlock_Earth616,Ape_Morlock_Earth616,,Neutral Characters,,,Male Characters,,False,16,1985-07-01,1985,12189
5445,Gilpetperdon_Earth616,Gilpetperdon_Earth616,Secret Identity,Bad Characters,Gold Eyes,Gold Hair,Male Characters,,False,16,1985-05-01,1985,12250
1964,Leir_Earth616,Leir_Earth616,Secret Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,False,16,1987-12-01,1987,11306
2613,Louis_Hamilton_Earth616,Louis_Hamilton_Earth616,Secret Identity,Bad Characters,,Black Hair,Male Characters,,False,16,1987-03-01,1987,11581
17997,Ariana_Saddiqi_Earth616,Ariana_Saddiqi_Earth616,Secret Identity,Bad Characters,White Eyes,Blond Hair,Female Characters,,False,16,1988-01-01,1988,11275
5350,Cecilia_Cardinale_Earth616,Cecilia_Cardinale_Earth616,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,False,16,1988-10-01,1988,11001
15949,Nigel_Frobisher_Earth616,Nigel_Frobisher_Earth616,Public Identity,Neutral Characters,,Blond Hair,Male Characters,,False,16,1988-10-01,1988,11001
16223,Tam_Anderson_Earth616,Tam_Anderson_Earth616,,Good Characters,Hazel Eyes,Red Hair,Female Characters,,False,16,1988-10-01,1988,11001
101150,Bart_Rozum_Earth616,Bart_Rozum_Earth616,No Dual Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,False,16,1989-05-01,1989,10789
19557,J_R_Walker_Earth616,J_R_Walker_Earth616,,Bad Characters,Brown Eyes,Black Hair,Male Characters,,False,16,1989-10-01,1989,10636
23850,Nikolaus_Geist_Earth616,Nikolaus_Geist_Earth616,Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,False,16,1989-11-01,1989,10605
4571,Philip_Sterns_Earth616,Philip_Sterns_Earth616,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,False,16,1989-11-01,1989,10605
10141,Vostok_Earth616,Vostok_Earth616,Public Identity,,,Bald,Male Characters,,False,16,1989-04-01,1989,10819
1989,Whiteout_Earth616,Whiteout_Earth616,Secret Identity,Bad Characters,White Eyes,,Female Characters,,False,16,1989-10-01,1989,10636
171845,Andrew_Jackson_Earth616,Andrew_Jackson_Earth616,Public Identity,Good Characters,,Blond Hair,Male Characters,,False,16,1990-11-01,1990,10240
19954,AtLass_Earth616,AtLass_Earth616,Public Identity,Bad Characters,,Black Hair,Male Characters,,False,16,1990-04-01,1990,10454
16556,Breeze_James_Earth616,Breeze_James_Earth616,Secret Identity,,Brown Eyes,Black Hair,Female Characters,,False,16,1990-07-01,1990,10363
19050,Thomas_Sorenson_Earth616,Thomas_Sorenson_Earth616,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,False,16,1990-10-01,1990,10271
726262,Allegra_Bazin_Earth616,Allegra_Bazin_Earth616,,,,,,,False,16,1991-08-01,1991,9967
19032,Esteban_Beach_Earth616,Esteban_Beach_Earth616,Public Identity,,,Brown Hair,Male Characters,,False,16,1991-11-01,1991,9875
1166,Fabian_MarechalJulbin_Earth616,Fabian_MarechalJulbin_Earth616,Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,False,16,1991-03-01,1991,10120
13443,Jeff_Hagees_Earth616,Jeff_Hagees_Earth616,Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,False,16,1991-07-01,1991,9998
56037,Phillipe_Bazin_Earth616,Phillipe_Bazin_Earth616,Public Identity,Bad Characters,,Black Hair,Male Characters,,False,16,1991-03-01,1991,10120
98448,Alexis_Primo_Earth616,Alexis_Primo_Earth616,No Dual Identity,Good Characters,,Brown Hair,Female Characters,,False,16,1992-07-01,1992,9632
290128,Craig_Blaze_Earth616,Craig_Blaze_Earth616,Public Identity,Good Characters,,,Male Characters,,False,16,1992-02-01,1992,9783
290129,Emma_Blaze_Earth616,Emma_Blaze_Earth616,Public Identity,Good Characters,,,Female Characters,,False,16,1992-02-01,1992,9783
85082,Gawain_Earth616,Gawain_Earth616,Secret Identity,Good Characters,,Bald,Male Characters,,False,16,1992-07-01,1992,9632
18309,Jamie_Flores_Earth616,Jamie_Flores_Earth616,Secret Identity,Good Characters,,Brown Hair,Female Characters,,False,16,1992-06-01,1992,9662
15660,Alkhema_Earth616,Alkhema_Earth616,No Dual Identity,Bad Characters,Variable Eyes,No Hair,Female Characters,,False,16,1993-01-01,1993,9448
1883,Isaac_Javitz_Earth616,Isaac_Javitz_Earth616,Secret Identity,Bad Characters,One Eye,Brown Hair,Male Characters,,False,16,1993-05-01,1993,9328
1917,Katu_Kath_Earth616,Katu_Kath_Earth616,Secret Identity,Bad Characters,White Eyes,Grey Hair,Male Characters,,False,16,1993-05-01,1993,9328
641037,Mary_Lavinia_Octavius_Earth616,Mary_Lavinia_Octavius_Earth616,No Dual Identity,Neutral Characters,Black Eyes,Blue Hair,Female Characters,,False,16,1993-11-01,1993,9144
2346,Roberto_da_Costa_Reignfire_Earth616,Roberto_da_Costa_Reignfire_Earth616,Secret Identity,Bad Characters,,No Hair,Male Characters,,False,16,1993-09-01,1993,9205
245952,Veronica_Benning_Earth616,Veronica_Benning_Earth616,Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,False,16,1993-05-01,1993,9328
642851,Boone_Earth616,Boone_Earth616,Secret Identity,,,Brown Hair,Male Characters,,False,16,1994-10-01,1994,8810
439422,Chakra_Earth616,Chakra_Earth616,Secret Identity,,Black Eyes,Black Hair,Female Characters,,False,16,1994-10-01,1994,8810
321458,Emrys_Killebrew_Earth616,Emrys_Killebrew_Earth616,Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,False,16,1994-08-01,1994,8871
665665,Gregor_Earth616,Gregor_Earth616,Secret Identity,Bad Characters,,Bald,Male Characters,,False,16,1994-06-01,1994,8932
2036,Llyron_McKenzie_Earth616,Llyron_McKenzie_Earth616,Public Identity,,Blue Eyes,Black Hair,Male Characters,,False,16,1994-09-01,1994,8840
93183,Piezoelectrical_Logistic_Analytical_Tactical_Operator_Earth616,Piezoelectrical_Logistic_Analytical_Tactical_Operator_Earth616,Secret Identity,Good Characters,,,Male Characters,,False,16,1994-07-01,1994,8902
13055,Xenith_Earth616,Xenith_Earth616,Secret Identity,Bad Characters,Brown Eyes,Bald,Female Characters,,False,16,1995-12-01,1995,8384
27333,Alison_Mongrain_Earth616,Alison_Mongrain_Earth616,,,Blue Eyes,Red Hair,Female Characters,,False,16,1996-11-01,1996,8048
1697,Delilah_Dearborn_Earth616,Delilah_Dearborn_Earth616,Public Identity,,Blue Eyes,Brown Hair,Female Characters,,False,16,1996-01-01,1996,8353
19506,Hope_Hibbert_Earth616,Hope_Hibbert_Earth616,Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,False,16,1997-08-01,1997,7775
388455,Lady_Vermin_Earth616,Lady_Vermin_Earth616,,Good Characters,,Brown Hair,Female Characters,,False,16,1997-11-01,1997,7683
4150,Green_Goblin_Construct_Earth616,Green_Goblin_Construct_Earth616,Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,False,16,1998-02-01,1998,7591
1637,Fiz_Earth616,Fiz_Earth616,Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,False,16,1999-12-01,1999,6923
24335,James_Howlett_Skrull_Earth616,James_Howlett_Skrull_Earth616,Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,False,16,1999-08-01,1999,7045
2396,Vargas_Earth616,Vargas_Earth616,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,False,16,2001-07-01,2001,6345
1954,Woodstock_Schumaker_Earth616,Woodstock_Schumaker_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,16,2001-12-01,2001,6192
11474,Azazel_Earth616,Azazel_Earth616,Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,False,16,2003-10-01,2003,5523
43034,Patricia_Robertson_Earth616,Patricia_Robertson_Earth616,Secret Identity,,Blue Eyes,Strawberry Blond Hair,Female Characters,,False,16,2003-06-01,2003,5645
10633,Absolon_Mercator_Earth616,Absolon_Mercator_Earth616,Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,False,16,2004-08-01,2004,5218
7743,AntiCap_Earth616,AntiCap_Earth616,Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,False,16,2004-05-01,2004,5310
34326,Arthur_Zix_Earth616,Arthur_Zix_Earth616,Secret Identity,,,Grey Hair,Male Characters,,False,16,2004-11-01,2004,5126
92118,Ditto_Earth616,Ditto_Earth616,Secret Identity,Good Characters,,Black Hair,Male Characters,,False,16,2004-06-01,2004,5279
15906,Maxwell_Jordan_Earth616,Maxwell_Jordan_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,16,2004-07-01,2004,5249
16684,Wicked_Earth616,Wicked_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,False,16,2004-07-01,2004,5249
70238,Itsu_Earth616,Itsu_Earth616,No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,False,16,2006-05-01,2006,4580
256162,Jacob_Oh_Earth616,Jacob_Oh_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,16,2006-10-01,2006,4427
19386,Jake_Slayton_Earth616,Jake_Slayton_Earth616,,Good Characters,,,Male Characters,,False,16,2006-01-01,2006,4700
39605,Matthew_Risman_Earth616,Matthew_Risman_Earth616,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,False,16,2006-03-01,2006,4641
34121,Walter_Declun_Earth616,Walter_Declun_Earth616,,Bad Characters,,Brown Hair,Male Characters,,False,16,2006-07-01,2006,4519
397427,Kate_Kildare_Earth616,Kate_Kildare_Earth616,No Dual Identity,Good Characters,Grey Eyes,Blond Hair,Female Characters,,False,16,2007-10-01,2007,4062
68504,Milo_Fields_Earth616,Milo_Fields_Earth616,Public Identity,,Brown Eyes,Black Hair,Male Characters,,False,16,2007-09-01,2007,4092
252864,William_Cobb_III_Earth616,William_Cobb_III_Earth616,Public Identity,Good Characters,Green Eyes,,Male Characters,,False,16,2007-10-01,2007,4062
316344,OlSahm_Earth616,OlSahm_Earth616,Public Identity,Good Characters,Brown Eyes,No Hair,Male Characters,,False,16,2008-08-01,2008,3757
188565,Qubit_Earth616,Qubit_Earth616,Secret Identity,Good Characters,Blue Eyes,No Hair,,,False,16,2008-12-01,2008,3635
339198,Anton_Vanko_Whiplash_Earth616,Anton_Vanko_Whiplash_Earth616,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,False,16,2010-01-01,2010,3239
342253,Bru00fcn_Earth616,BrC3BCn_Earth616,Secret Identity,Bad Characters,White Eyes,White Hair,Female Characters,,False,16,2010-08-01,2010,3027
332725,Doug_Johnson_III_Earth616,Doug_Johnson_III_Earth616,Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,False,16,2010-06-01,2010,3088
336125,Ms_Lion_Earth616,Ms_Lion_Earth616,Public Identity,Good Characters,Black Eyes,White Hair,Male Characters,,False,16,2010-11-01,2010,2935
609881,Corvus_Glaive_Earth616,Corvus_Glaive_Earth616,No Dual Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,False,16,2013-05-01,2013,2023
669682,Tyrannix_the_Abominoid_Legion_Personality_Earth616,Tyrannix_the_Abominoid_Legion_Personality_Earth616,Secret Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,False,16,2013-01-01,2013,2143
237826,Jim_Gardley_Earth616,Jim_Gardley_Earth616,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,False,15,1939-10-01,1939,28899
76263,Victor_Jay_Earth616,Victor_Jay_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,15,1940-02-01,1940,28776
242496,Preston_Hardwick_Earth616,Preston_Hardwick_Earth616,Secret Identity,Good Characters,,Red Hair,Male Characters,,False,15,1950-11-01,1950,24850
559512,Terror_Horse_Earth616,Terror_Horse_Earth616,Public Identity,Good Characters,,Grey Hair,Male Characters,,False,15,1950-11-01,1950,24850
574473,Kent_Blake_Earth616,Kent_Blake_Earth616,Secret Identity,Good Characters,,Brown Hair,Male Characters,,False,15,1951-05-01,1951,24669
564054,White_Swan_Earth616,White_Swan_Earth616,Public Identity,Good Characters,,Black Hair,Female Characters,,False,15,1951-02-01,1951,24758
572589,Zane_Temple_Earth616,Zane_Temple_Earth616,No Dual Identity,Good Characters,,Grey Hair,Male Characters,,False,15,1951-01-01,1951,24789
18708,Karl_von_Horstbadden_Earth616,Karl_von_Horstbadden_Earth616,,Bad Characters,,Grey Hair,Male Characters,,False,15,1956-10-01,1956,22689
13151,Howard_Mitchell_Earth616,Howard_Mitchell_Earth616,Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,False,15,1963-02-01,1963,20375
648153,Joe_NYPD_Earth616,Joe_NYPD_Earth616,,,,,Male Characters,,False,15,1963-07-01,1963,20225
106301,Boris_Latverian_Earth616,Boris_Latverian_Earth616,No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,,False,15,1964-09-01,1964,19797
1614,Falcona_Earth616,Falcona_Earth616,Public Identity,,Green Eyes,Black Hair,Female Characters,,False,15,1968-10-01,1968,18306
237811,Haag_Asgardian_Earth616,Haag_Asgardian_Earth616,,Bad Characters,,,Female Characters,,False,15,1969-06-01,1969,18063
2717,Naga_Earth616,Naga_Earth616,Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,False,15,1969-01-01,1969,18214
32681,Tanya_Anderssen_Earth616,Tanya_Anderssen_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,15,1969-09-01,1969,17971
1699,Joshua_Link_Earth616,Joshua_Link_Earth616,Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,False,15,1970-01-01,1970,17849
200068,Jason_Grey_Earth616,Jason_Grey_Earth616,,,,,Male Characters,,False,15,1972-04-01,1972,17028
185875,Jason_Kimball_Earth616,Jason_Kimball_Earth616,Secret Identity,Bad Characters,,Black Hair,Male Characters,,False,15,1972-08-01,1972,16906
273715,LouAnn_Savannah_Earth616,LouAnn_Savannah_Earth616,Public Identity,Good Characters,,Black Hair,Female Characters,,False,15,1972-09-01,1972,16875
2459,Thog_Earth616,Thog_Earth616,Secret Identity,Bad Characters,Yellow Eyes,Bald,Male Characters,,False,15,1972-12-01,1972,16784
665000,Thomas_J_Roberts_Earth616,Thomas_J_Roberts_Earth616,No Dual Identity,Good Characters,,Blond Hair,Male Characters,,False,15,1972-10-01,1972,16845
2732,Drake_Shannon_Earth616,Drake_Shannon_Earth616,Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,False,15,1973-11-01,1973,16449
2578,Silas_King_Earth616,Silas_King_Earth616,Secret Identity,,Blue Eyes,,Male Characters,,False,15,1973-04-01,1973,16663
15306,Thomas_Stuart_Earth616,Thomas_Stuart_Earth616,Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,False,15,1973-12-01,1973,16419
1400,Desmond_Pitt_Earth616,Desmond_Pitt_Earth616,Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,False,15,1974-01-01,1974,16388
