page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,year,days_since_first_appearance
1678,SpiderMan_Peter_Parker,SpiderMan_Peter_Parker,Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,False,4043,1962-08-01,1962,20559
7139,Captain_America_Steven_Rogers,Captain_America_Steven_Rogers,Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,False,3360,1941-03-01,1941,28382
64786,Wolverine_James_Logan_Howlett,Wolverine_James_22Logan22_Howlett,Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,False,3061,1974-10-01,1974,16115
1868,Iron_Man_Anthony_Tony_Stark,Iron_Man_Anthony_22Tony22_Stark,Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,False,2961,1963-03-01,1963,20347
2460,Thor_Thor_Odinson,Thor_Thor_Odinson,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,2258,1950-11-01,1950,24850
2458,Benjamin_Grimm_Earth616,Benjamin_Grimm_Earth616,Public Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,False,2255,1961-11-01,1961,20832
2166,Reed_Richards_Earth616,Reed_Richards_Earth616,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,2072,1961-11-01,1961,20832
1833,Hulk_Robert_Bruce_Banner,Hulk_Robert_Bruce_Banner,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,2017,1962-05-01,1962,20651
29481,Scott_Summers_Earth616,Scott_Summers_Earth616,Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,False,1955,1963-09-01,1963,20163
1837,Jonathan_Storm_Earth616,Jonathan_Storm_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,1934,1961-11-01,1961,20832
15725,Henry_McCoy_Earth616,Henry_McCoy_Earth616,Public Identity,Good Characters,Blue Eyes,Blue Hair,Male Characters,,False,1825,1963-09-01,1963,20163
1863,Susan_Storm_Earth616,Susan_Storm_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,1713,1961-11-01,1961,20832
7823,Namor_McKenzie_Earth616,Namor_McKenzie_Earth616,No Dual Identity,Neutral Characters,Green Eyes,Black Hair,Male Characters,,False,1528,,,
2614,Ororo_Munroe_Earth616,Ororo_Munroe_Earth616,Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,False,1512,1975-05-01,1975,15903
1803,Clinton_Barton_Earth616,Clinton_Barton_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,1394,1964-09-01,1964,19797
1396,Matthew_Murdock_Earth616,Matthew_Murdock_Earth616,Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,False,1338,1964-04-01,1964,19950
55534,Stephen_Strange_Earth616,Stephen_Strange_Earth616,Public Identity,Good Characters,Grey Eyes,Black Hair,Male Characters,,False,1307,1963-07-01,1963,20225
1978,Mary_Jane_Watson_Earth616,Mary_Jane_Watson_Earth616,No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,False,1304,1965-06-01,1965,19524
1872,John_Jonah_Jameson_Earth616,John_Jonah_Jameson_Earth616,No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,False,1266,1963-03-01,1963,20347
35350,Robert_Drake_Earth616,Robert_Drake_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,1265,1963-09-01,1963,20163
1557,Henry_Pym_Earth616,Henry_Pym_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,1237,1962-01-01,1962,20771
65255,Charles_Xavier_Earth616,Charles_Xavier_Earth616,Public Identity,Good Characters,Blue Eyes,Bald,Male Characters,,False,1233,1963-09-01,1963,20163
1073,Warren_Worthington_III_Earth616,Warren_Worthington_III_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,1230,1963-09-01,1963,20163
1346,Piotr_Rasputin_Earth616,Piotr_Rasputin_Earth616,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,False,1162,1975-05-01,1975,15903
2512,Wanda_Maximoff_Earth616,Wanda_Maximoff_Earth616,Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,False,1161,1964-03-01,1964,19981
1671,Nicholas_Fury_Earth616,Nicholas_Fury_Earth616,No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,False,1137,1963-05-01,1963,20286
1976,Janet_van_Dyne_Earth616,Janet_van_Dyne_Earth616,Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,False,1120,1963-06-01,1963,20255
65219,Jean_Grey_Earth616,Jean_Grey_Earth616,Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,False,1107,1963-09-01,1963,20163
6545,Natalia_Romanova_Earth616,Natalia_Romanova_Earth616,Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Bisexual Characters,False,1050,1964-04-01,1964,19950
2223,Kurt_Wagner_Earth616,Kurt_Wagner_Earth616,Secret Identity,Good Characters,Yellow Eyes,Blue Hair,Male Characters,,False,1047,1975-05-01,1975,15903
2414,Vision_Earth616,Vision_Earth616,Secret Identity,Good Characters,Gold Eyes,No Hair,Male Characters,,False,1007,1968-10-01,1968,18306
8650,May_Reilly_Earth616,May_Reilly_Earth616,No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,False,1000,1962-08-01,1962,20559
2527,Katherine_Pryde_Earth616,Katherine_Pryde_Earth616,Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,,False,886,1980-01-01,1980,14197
1970,Carol_Danvers_Earth616,Carol_Danvers_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,881,1968-03-01,1968,18520
37690,Jennifer_Walters_Earth616,Jennifer_Walters_Earth616,Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,False,881,1980-02-01,1980,14166
3765,Emma_Frost_Earth616,Emma_Frost_Earth616,Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,False,880,1980-01-01,1980,14197
2312,Frank_Castle_Earth616,Frank_Castle_Earth616,Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,False,878,1974-02-01,1974,16357
1265,Luke_Cage_Earth616,Luke_Cage_Earth616,No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,856,1972-06-01,1972,16967
1677,Rogue_Anna_Marie_Earth616,Rogue_Anna_Marie_Earth616,Secret Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,False,850,,,
25222,Conan_Earth616,Conan_Earth616,No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,False,787,1970-10-01,1970,17576
6537,Joseph_Robertson_Earth616,Joseph_Robertson_Earth616,No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,False,752,1967-08-01,1967,18733
1592,Pietro_Maximoff_Earth616,Pietro_Maximoff_Earth616,Public Identity,Good Characters,Blue Eyes,Silver Hair,Male Characters,,False,740,1964-03-01,1964,19981
1818,Hercules_Earth616,Hercules_Earth616,No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Bisexual Characters,False,725,1965-10-01,1965,19402
1448,Victor_von_Doom_Earth616,Victor_von_Doom_Earth616,Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,False,721,1962-07-01,1962,20590
2081,Max_Eisenhardt_Earth616,Max_Eisenhardt_Earth616,Public Identity,Neutral Characters,Grey Eyes,Bald,Male Characters,,False,709,1963-09-01,1963,20163
2307,Elizabeth_Braddock_Earth616,Elizabeth_Braddock_Earth616,Secret Identity,Neutral Characters,Blue Eyes,Purple Hair,Female Characters,Bisexual Characters,False,708,1976-12-01,1976,15323
2556,Norrin_Radd_Earth616,Norrin_Radd_Earth616,Public Identity,Good Characters,Blue Eyes,Bald,Male Characters,,False,696,1966-03-01,1966,19251
1740,Norman_Osborn_Earth616,Norman_Osborn_Earth616,Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,,False,692,1964-07-01,1964,19859
8651,Eugene_Thompson_Earth616,Eugene_Thompson_Earth616,Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,False,689,1962-08-01,1962,20559
2009,Simon_Williams_Earth616,Simon_Williams_Earth616,Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,,False,686,1964-10-01,1964,19767
1276,Samuel_Guthrie_Earth616,Samuel_Guthrie_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,657,1982-11-01,1982,13162
15823,James_Buchanan_Barnes_Earth616,James_Buchanan_Barnes_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,641,1941-03-01,1941,28382
1680,Remy_LeBeau_Earth616,Remy_LeBeau_Earth616,Secret Identity,Good Characters,Black Eyeballs,Brown Hair,Male Characters,,False,636,1990-07-01,1990,10363
1866,Daniel_Rand_Earth616,Daniel_Rand_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,618,1974-05-01,1974,16268
32498,Nathan_Summers_Earth616,Nathan_Summers_Earth616,Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,False,612,1986-01-01,1986,12005
1772,Elizabeth_Brant_Earth616,Elizabeth_Brant_Earth616,No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,False,599,1963-09-01,1963,20163
1896,Richard_Jones_Earth616,Richard_Jones_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,590,1962-05-01,1962,20651
1496,Edwin_Jarvis_Earth616,Edwin_Jarvis_Earth616,No Dual Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,False,567,1964-11-01,1964,19736
1802,Alexander_Summers_Earth616,Alexander_Summers_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,558,1969-03-01,1969,18155
1811,Patricia_Walker_Earth616,Patricia_Walker_Earth616,Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,False,550,1944-11-01,1944,27041
1836,Human_Torch_Android_Earth616,Human_Torch_Android_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,548,1939-10-01,1939,28899
2042,Loki_Laufeyson_Earth616,Loki_Laufeyson_Earth616,No Dual Identity,Neutral Characters,Green Eyes,Black Hair,Genderfluid Characters,Bisexual Characters,False,532,1949-08-01,1949,25307
1643,Franklin_Nelson_Earth616,Franklin_Nelson_Earth616,No Dual Identity,Good Characters,Blue Eyes,Bald,Male Characters,,False,528,1964-04-01,1964,19950
1285,Brian_Braddock_Earth616,Brian_Braddock_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,528,1976-10-01,1976,15384
1453,Otto_Octavius_Earth616,Otto_Octavius_Earth616,Secret Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,,False,526,1963-07-01,1963,20225
6194,James_Rhodes_Earth616,James_Rhodes_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,525,1979-01-01,1979,14562
1487,Timothy_Dugan_Earth616,Timothy_Dugan_Earth616,Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,False,517,1963-05-01,1963,20286
1380,Crystalia_Amaquelin_Earth616,Crystalia_Amaquelin_Earth616,Public Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,,False,512,1965-12-01,1965,19341
1613,Samuel_Wilson_Earth616,Samuel_Wilson_Earth616,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,512,1969-09-01,1969,17971
1931,Wilson_Fisk_Earth616,Wilson_Fisk_Earth616,Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,False,503,1967-07-01,1967,18764
1596,Odin_Borson_Earth616,Odin_Borson_Earth616,Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,False,502,1962-10-01,1962,20498
1409,Deadpool_Wade_Wilson,Deadpool_Wade_Wilson,Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,Transvestites,False,500,1991-02-01,1991,10148
1187,Dane_Whitman_Earth616,Dane_Whitman_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,478,1967-12-01,1967,18611
1741,Harold_Osborn_Earth616,Harold_Osborn_Earth616,No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,False,474,1965-12-01,1965,19341
68416,Franklin_Richards_Earth616,Franklin_Richards_Earth616,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,473,1968-11-01,1968,18275
2589,Jessica_Drew_Earth616,Jessica_Drew_Earth616,Secret Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,False,471,1977-02-01,1977,15261
2626,Roberto_da_Costa_Earth616,Roberto_da_Costa_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,464,1982-11-01,1982,13162
2007,Rahne_Sinclair_Earth616,Rahne_Sinclair_Earth616,Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,False,448,1982-11-01,1982,13162
1130,Elizabeth_Ross_Earth616,Elizabeth_Ross_Earth616,Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,False,446,1962-05-01,1962,20651
2278,Lorna_Dane_Earth616,Lorna_Dane_Earth616,Secret Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,False,433,1968-10-01,1968,18306
67048,Blaine_Colt_Earth616,Blaine_Colt_Earth616,Public Identity,,Blue Eyes,Blond Hair,Male Characters,,False,429,,,
1705,Johnathon_Blaze_Earth616,Johnathon_Blaze_Earth616,Secret Identity,Good Characters,Blue Eyes,Reddish Blond Hair,Male Characters,,False,426,1972-08-01,1972,16906
2550,Sif_Earth616,Sif_Earth616,No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,False,422,1964-03-01,1964,19981
2365,Red_Hulk_Thaddeus_Ross,Red_Hulk_Thaddeus_Ross,Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,False,415,1962-05-01,1962,20651
1900,Jubilation_Lee_Earth616,Jubilation_Lee_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,False,408,1989-05-01,1989,10789
2420,Volstagg_Earth616,Volstagg_Earth616,Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,False,406,1965-08-01,1965,19463
1127,Balder_Odinson_Earth616,Balder_Odinson_Earth616,Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,False,403,1962-10-01,1962,20498
1676,Galactus_Earth616,Galactus_Earth616,Secret Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,,False,390,1966-03-01,1966,19251
1395,Danielle_Moonstar_Earth616,Danielle_Moonstar_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,False,388,1982-11-01,1982,13162
2183,Marc_Spector_Earth616,Marc_Spector_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,387,1975-08-01,1975,15811
1782,Gwendolyne_Stacy_Earth616,Gwendolyne_Stacy_Earth616,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,384,1965-12-01,1965,19341
2137,Medusalith_Amaquelin_Earth616,Medusalith_Amaquelin_Earth616,Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,False,382,1965-03-01,1965,19616
2374,Sabretooth_Victor_Creed,Sabretooth_Victor_Creed,Secret Identity,Bad Characters,Amber Eyes,Blond Hair,Male Characters,,False,382,1977-08-01,1977,15080
2077,Illyana_Rasputina_Earth616,Illyana_Rasputina_Earth616,Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,False,380,1975-05-01,1975,15903
2344,Johann_Shmidt_Earth616,Johann_Shmidt_Earth616,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,False,376,1941-08-01,1941,28229
1616,Fandral_Earth616,Fandral_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,375,1965-08-01,1965,19463
1131,Sean_Cassidy_Earth616,Sean_Cassidy_Earth616,Secret Identity,Neutral Characters,Green Eyes,Strawberry Blond Hair,Male Characters,,False,374,1967-01-01,1967,18945
2487,Thomas_Raymond_Earth616,Thomas_Raymond_Earth616,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,False,373,1940-09-01,1940,28563
1572,Uatu_Earth616,Uatu_Earth616,Public Identity,Good Characters,Blue Eyes,Bald,Male Characters,,False,373,1963-04-01,1963,20316
2239,Richard_Rider_Earth616,Richard_Rider_Earth616,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,373,1976-09-01,1976,15414
1827,Hogun_Earth616,Hogun_Earth616,Public Identity,Good Characters,Grey Eyes,Black Hair,Male Characters,,False,371,1965-08-01,1965,19463
55878,Raven_Darkholme_Earth616,Raven_Darkholme_Earth616,Secret Identity,Bad Characters,Yellow Eyes,Red Hair,Female Characters,Bisexual Characters,False,371,1978-04-01,1978,14837
2173,Barbara_Morse_Earth616,Barbara_Morse_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,368,1971-06-01,1971,17333
1179,Blackagar_Boltagon_Earth616,Blackagar_Boltagon_Earth616,No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,False,366,1965-12-01,1965,19341
2392,Brunnhilde_Earth616,Brunnhilde_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,361,1970-12-01,1970,17515
1404,Alison_Blaire_Earth616,Alison_Blaire_Earth616,Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,False,353,1980-02-01,1980,14166
18186,Venom_Symbiote_Earth616,Venom_Symbiote_Earth616,Known to Authorities Identity,Neutral Characters,Variable Eyes,No Hair,Agender Characters,,False,348,1984-05-01,1984,12615
1586,John_Walker_Earth616,John_Walker_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,346,1986-11-01,1986,11701
2440,Greer_Grant_Earth616,Greer_Grant_Earth616,Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,False,342,1972-11-01,1972,16814
2185,Karla_Sofen_Earth616,Karla_Sofen_Earth616,Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,False,340,1975-12-01,1975,15689
2382,William_Baker_Earth616,William_Baker_Earth616,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,False,338,1963-09-01,1963,20163
1300,Sharon_Carter_Earth616,Sharon_Carter_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,332,1966-03-01,1966,19251
1180,Felicia_Hardy_Earth616,Felicia_Hardy_Earth616,Public Identity,Bad Characters,,Blond Hair,Female Characters,,False,332,1979-07-01,1979,14381
1901,Cain_Marko_Earth616,Cain_Marko_Earth616,Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,False,329,1965-07-01,1965,19494
37751,Monica_Rambeau_Earth616,Monica_Rambeau_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,False,327,,,
20978,Maria_Hill_Earth616,Maria_Hill_Earth616,No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,False,325,2005-04-01,2005,4975
1161,Ben_Urich_Earth616,Ben_Urich_Earth616,No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,324,1978-07-01,1978,14746
2182,Heather_Douglas_Earth616,Heather_Douglas_Earth616,Secret Identity,Good Characters,Blue Eyes,Bald,Female Characters,Bisexual Characters,False,323,1973-01-01,1973,16753
100209,Millicent_Collins_Earth616,Millicent_Collins_Earth616,Public Identity,,Blue Eyes,Blond Hair,Female Characters,,False,321,1945-12-01,1945,26646
1973,James_Proudstar_Earth616,James_Proudstar_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,320,1984-06-01,1984,12584
1633,Angelica_Jones_Earth616,Angelica_Jones_Earth616,Known to Authorities Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,False,319,1985-05-01,1985,12250
11857,Edward_Brock_Earth616,Edward_Brock_Earth616,Public Identity,Neutral Characters,Black Eyes,Blond Hair,Male Characters,,False,318,1986-09-01,1986,11762
2513,MacDonald_Gargan_Earth616,MacDonald_Gargan_Earth616,Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,False,317,1964-12-01,1964,19706
2146,Mephisto_Earth616,Mephisto_Earth616,No Dual Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,False,316,1968-12-01,1968,18245
7630,Tabitha_Smith_Earth616,Tabitha_Smith_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,316,1985-11-01,1985,12066
2238,JeanPaul_Beaubier_Earth616,JeanPaul_Beaubier_Earth616,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Homosexual Characters,False,313,1979-04-01,1979,14472
1706,Daniel_Ketch_Earth616,Daniel_Ketch_Earth616,Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,False,311,1990-05-01,1990,10424
1460,Neena_Thurman_Earth616,Neena_Thurman_Earth616,Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,False,310,1992-03-01,1992,9754
2010,Wong_Earth616,Wong_Earth616,No Dual Identity,Good Characters,Brown Eyes,Bald,Male Characters,,False,306,1963-07-01,1963,20225
2456,Thanos_Earth616,Thanos_Earth616,No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,False,306,1973-02-01,1973,16722
15282,ShangChi_Earth616,ShangChi_Earth616,No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,296,1973-12-01,1973,16419
4704,Alicia_Masters_Earth616,Alicia_Masters_Earth616,No Dual Identity,Good Characters,Brown Eyes,Strawberry Blond Hair,Female Characters,,False,293,1962-11-01,1962,20467
5708,Robert_Baldwin_Earth616,Robert_Baldwin_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,293,1988-09-01,1988,11031
1902,Vance_Astrovik_Earth616,Vance_Astrovik_Earth616,Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,False,290,1975-07-01,1975,15842
6633,Wendell_Vaughn_Earth616,Wendell_Vaughn_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,290,1978-01-01,1978,14927
100716,Chili_Storm_Earth616,Chili_Storm_Earth616,Public Identity,,Green Eyes,Red Hair,Female Characters,Homosexual Characters,False,284,1948-10-01,1948,25611
4565,Abner_Jenkins_Earth616,Abner_Jenkins_Earth616,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,284,1964-08-01,1964,19828
1505,Elektra_Natchios_Earth616,Elektra_Natchios_Earth616,Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,False,280,1981-01-01,1981,13831
1256,Bullseye_Lester_Earth616,Bullseye_Lester_Earth616,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,False,277,1976-03-01,1976,15598
119507,Forge_Earth616,Forge_Earth616,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,276,1984-08-01,1984,12523
9106,Virginia_Potts_Earth616,Virginia_Potts_Earth616,No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,False,274,1963-09-01,1963,20163
2383,Walter_Langkowski_Earth616,Walter_Langkowski_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,273,1979-04-01,1979,14472
1733,Gorgon_Earth616,Gorgon_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,272,1965-11-01,1965,19371
37689,James_Madrox_Earth616,James_Madrox_Earth616,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,271,1975-02-01,1975,15992
1808,Heimdall_Earth616,Heimdall_Earth616,Secret Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,,False,270,1962-10-01,1962,20498
2558,Theresa_Cassidy_Earth616,Theresa_Cassidy_Earth616,Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,False,267,1981-04-01,1981,13741
1565,Laura_Kinney_Earth616,Laura_Kinney_Earth616,Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,False,265,2004-02-01,2004,5400
33447,Arthur_Douglas_Earth616,Arthur_Douglas_Earth616,Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,False,264,1973-02-01,1973,16722
2511,Peter_Parker_Ben_Reilly_Earth616,Peter_Parker_Ben_Reilly_Earth616,Secret Identity,Good Characters,Hazel Eyes,Blond Hair,Male Characters,,False,263,1975-10-01,1975,15750
1971,Warlock_Technarch_Earth616,Warlock_Technarch_Earth616,Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,,False,261,1984-08-01,1984,12523
1903,Kevin_Plunder_Earth616,Kevin_Plunder_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,260,1965-03-01,1965,19616
1445,Leonard_Samson_Earth616,Leonard_Samson_Earth616,Public Identity,Good Characters,Brown Eyes,Green Hair,Male Characters,,False,260,1971-07-01,1971,17303
2582,Melissa_Gold_Earth616,Melissa_Gold_Earth616,Secret Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,False,260,1979-08-01,1979,14350
2037,Lockheed_Earth616,Lockheed_Earth616,Secret Identity,Good Characters,,No Hair,Male Characters,,False,260,1983-02-01,1983,13070
1935,Mercedes_Knight_Earth616,Mercedes_Knight_Earth616,Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,False,259,1972-03-01,1972,17059
2060,Moira_Kinross_Earth616,Moira_Kinross_Earth616,No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,False,259,1975-12-01,1975,15689
1915,Karnak_Earth616,Karnak_Earth616,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,False,257,1965-12-01,1965,19341
2204,Namorita_Prentiss_Earth616,Namorita_Prentiss_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,False,257,1972-06-01,1972,16967
2038,Lockjaw_Earth616,Lockjaw_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,255,1965-12-01,1965,19341
1029,Adam_Warlock_Earth616,Adam_Warlock_Earth616,No Dual Identity,Good Characters,White Eyes,Gold Hair,Male Characters,,False,252,1967-09-01,1967,18702
2407,Heather_McNeil_Earth616,Heather_McNeil_Earth616,Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,False,252,1980-11-01,1980,13892
2034,Curtis_Connors_Earth616,Curtis_Connors_Earth616,Public Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,False,250,1963-11-01,1963,20102
2097,Theodore_Sallis_Earth616,Theodore_Sallis_Earth616,Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,,False,249,1971-05-01,1971,17364
2421,Adrian_Toomes_Earth616,Adrian_Toomes_Earth616,Public Identity,Bad Characters,Hazel Eyes,Bald,Male Characters,,False,248,1963-05-01,1963,20286
1514,Amora_Earth616,Amora_Earth616,Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,False,247,1964-04-01,1964,19950
1335,Clea_Earth616,Clea_Earth616,No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,False,247,1964-11-01,1964,19736
1289,MarVell_Earth616,MarVell_Earth616,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,245,1967-12-01,1967,18611
